repo_name,total_resources,resource_types,nested_stacks,cross_stack_refs,custom_resources,sam_transforms,parameters,conditions,has_terraform,cfn_lines,aws_account_ids,app_ids
aws_cfs_somahcsr_api,31,AWS::ApiGateway::GatewayResponse|AWS::CodeBuild::Project|AWS::CodePipeline::Pipeline|AWS::IAM::Role|AWS::Lambda::Function|AWS::Lambda::LayerVersion|AWS::S3::Bucket|AWS::Serverless::Api|AWS::Serverless::Function|AWS::SSM::Parameter,0,0,0,true,3,0,false,2075,none, !Ref|APP-2761
aws_cfs_somah_api,114,AWS::ApiGateway::GatewayResponse|AWS::CodeBuild::Project|AWS::CodePipeline::Pipeline|AWS::Events::Rule|AWS::IAM::Role|AWS::Lambda::Function|AWS::Lambda::LayerVersion|AWS::Lambda::Permission|AWS::S3::Bucket|AWS::Serverless::Api|AWS::Serverless::Function|AWS::SSM::Parameter,0,0,0,true,4,0,false,4915,none, !Ref|APP-2761
aws-lz-windows,283,AWS::AutoScaling::AutoScalingGroup|AWS::CloudFormation::Interface|AWS::CloudWatch::Alarm|AWS::DirectoryService::MicrosoftAD|AWS::DynamoDB::Table|AWS::EC2::Image|AWS::EC2::Instance|AWS::EC2::KeyPair|AWS::EC2::LaunchTemplate|AWS::EC2::SecurityGroup|AWS::EC2::Subnet|AWS::EC2::VPC|AWS::Events::Rule|AWS::IAM::InstanceProfile|AWS::IAM::ManagedPolicy|AWS::IAM::Policy|AWS::IAM::Role|AWS::ImageBuilder::Component|AWS::ImageBuilder::DistributionConfiguration|AWS::ImageBuilder::ImagePipeline|AWS::ImageBuilder::ImageRecipe|AWS::ImageBuilder::InfrastructureConfiguration|AWS::KMS::Alias|AWS::KMS::Key|AWS::Lambda::EventSourceMapping|AWS::Lambda::Function|AWS::Lambda::Permission|AWS::S3::Bucket|AWS::SecretsManager::ResourcePolicy|AWS::SecretsManager::RotationSchedule|AWS::SecretsManager::Secret|AWS::SNS::Subscription|AWS::SNS::Topic|AWS::SNS::TopicPolicy|AWS::SQS::Queue|AWS::SSM::Association|AWS::SSM::Document|AWS::SSM::Parameter,0,0,0,false,38,17,false,10595,123456789012|686137062481|801119661308|850755775074|865440211801|967517989313, !Ref
aws-waf-rules-automation,42,AWS::ApiGateway::Stage|AWS::CloudFront::Distribution|AWS::CloudWatch::Alarm|AWS::CodeBuild::Project|AWS::CodePipeline::Pipeline|AWS::EC2::SecurityGroup|AWS::ElasticLoadBalancingV2::LoadBalancer|AWS::FMS::Policy|AWS::IAM::Role|AWS::Lambda::Function|AWS::Lambda::Permission|AWS::S3::Bucket|AWS::S3::BucketPolicy|AWS::SNS::Topic|AWS::SSM::Parameter|AWS::WAFv2::IPSet|AWS::WAFv2::RuleGroup,0,0,4,false,4,1,false,2548,none,APP-2102
meteorology-database,255,AWS::Athena::WorkGroup|AWS::CloudFormation::CustomResource|AWS::CodeBuild::Project|AWS::CodePipeline::Pipeline|AWS::EC2::SecurityGroup|AWS::EC2::SecurityGroupIngress|AWS::IAM::ManagedPolicy|AWS::IAM::Role|AWS::KMS::Alias|AWS::KMS::Key|AWS::Lambda::Permission|AWS::RDS::DBCluster|AWS::RDS::DBClusterParameterGroup|AWS::RDS::DBInstance|AWS::RDS::DBParameterGroup|AWS::RDS::DBSubnetGroup|AWS::SecretsManager::RotationSchedule|AWS::SecretsManager::Secret|AWS::SecretsManager::SecretTargetAttachment|AWS::Serverless::Function|AWS::SNS::Subscription|AWS::SNS::Topic|AWS::SSM::Parameter,0,2,1,true,12,22,false,3985,850755775074,none
aws-transit-public-elb-mule-cloudhub,36,AWS::CloudFormation::Interface|AWS::CodeBuild::Project|AWS::CodePipeline::Pipeline|AWS::EC2::SecurityGroup|AWS::ElasticLoadBalancingV2::Listener|AWS::ElasticLoadBalancingV2::LoadBalancer|AWS::ElasticLoadBalancingV2::TargetGroup|AWS::Events::Rule|AWS::IAM::ManagedPolicy|AWS::IAM::Role|AWS::Lambda::Function|AWS::Lambda::Permission|AWS::S3::Bucket|AWS::S3::BucketPolicy|AWS::SNS::Topic|AWS::SSM::Parameter|AWS::WAFv2::WebACLAssociation,0,14,2,false,2,6,false,3035,242937548904|514712703977|686137062481|757620174545,APP-2102
aws-ccoe-utils,12,AWS::CloudFormation::Interface|AWS::EC2::SecurityGroup|AWS::IAM::Role|AWS::Lambda::Function|AWS::Lambda::Permission|AWS::S3::Bucket|AWS::S3::BucketPolicy|AWS::SES::ConfigurationSet|AWS::SES::ConfigurationSetEventDestination|AWS::SES::Template|AWS::SNS::Topic|AWS::SNS::TopicPolicy|AWS::SSM::Parameter,0,0,1,false,1,0,true,970,420165488524|514712703977,APP-2102
aws-lz-artifactory-pipeline,21,AWS::CloudFormation::Interface|AWS::CodeBuild::Project|AWS::CodePipeline::Pipeline|AWS::CodePipeline::Webhook|AWS::EC2::SecurityGroup|AWS::IAM::Role|AWS::Lambda::Function|AWS::S3::Bucket|AWS::S3::BucketPolicy|AWS::SES::ConfigurationSet|AWS::SES::ConfigurationSetEventDestination|AWS::SES::Template|AWS::SNS::Topic|AWS::SNS::TopicPolicy|AWS::SSM::Parameter,0,0,2,false,3,2,true,2629,none,APP-2102
cih-transformer,3,AWS::CloudFormation::Interface|AWS::CodeBuild::Project|AWS::Events::Rule|AWS::IAM::Role|AWS::SSM::Parameter,0,0,0,false,1,0,false,268,720720378559,none
ccsp-cdp-outage-history,37,AWS::ApplicationAutoScaling::ScalableTarget|AWS::ApplicationAutoScaling::ScalingPolicy|AWS::CloudFormation::Interface|AWS::CodeBuild::Project|AWS::CodePipeline::Pipeline|AWS::CodePipeline::Webhook|AWS::DynamoDB::Table|AWS::EC2::SecurityGroup|AWS::ECR::Repository|AWS::Events::Rule|AWS::IAM::Policy|AWS::IAM::Role|AWS::KMS::Alias|AWS::KMS::Key|AWS::Lambda::Function|AWS::Lambda::Permission|AWS::S3::Bucket|AWS::S3::BucketPolicy|AWS::SNS::Topic|AWS::SNS::TopicPolicy|AWS::SQS::Queue|AWS::SQS::QueuePolicy|AWS::SSM::Parameter,0,0,0,false,5,0,false,3650,720720378559|739846873405,none
aws-logging,106,AWS::CloudFormation::Init|AWS::CloudFormation::Interface|AWS::CloudFormation::Stack|AWS::CloudFront::Distribution|AWS::CloudTrail::Trail|AWS::CloudWatch::Alarm|AWS::Config::ConfigRule|AWS::Config::ConfigurationRecorder|AWS::Config::DeliveryChannel|AWS::EC2::EIP|AWS::EC2::EIPAssociation|AWS::EC2::FlowLog|AWS::EC2::Instance|AWS::EC2::InternetGateway|AWS::EC2::KeyPair|AWS::EC2::Route|AWS::EC2::RouteTable|AWS::EC2::SecurityGroup|AWS::EC2::SecurityGroupIngress|AWS::EC2::Subnet|AWS::EC2::SubnetRouteTableAssociation|AWS::EC2::Volume|AWS::EC2::VPC|AWS::EC2::VPCGatewayAttachment|AWS::ElasticLoadBalancingV2::Listener|AWS::ElasticLoadBalancingV2::LoadBalancer|AWS::ElasticLoadBalancingV2::TargetGroup|AWS::Elasticsearch::Domain|AWS::Events::Rule|AWS::IAM::InstanceProfile|AWS::IAM::ManagedPolicy|AWS::IAM::Policy|AWS::IAM::Role|AWS::Lambda::Function|AWS::Lambda::Permission|AWS::Logs::LogGroup|AWS::Logs::SubscriptionFilter|AWS::S3::Bucket|AWS::S3::BucketPolicy|AWS::S3::Object|AWS::SNS::Topic|AWS::SSM::Parameter,2,0,4,false,14,9,false,3656,686137062481|750713712981|801458782278|874540850173|990878119577, !Ref|APP-2102
aws-bedrock-rag-react,1,AWS::Amplify::Branch,0,0,1,false,0,0,false,96,none,none
aws-transit-public-elb-pmp,26,AWS::CloudFormation::Interface|AWS::CloudWatch::Alarm|AWS::CodeBuild::Project|AWS::CodePipeline::Pipeline|AWS::EC2::SecurityGroup|AWS::ElasticLoadBalancingV2::Listener|AWS::ElasticLoadBalancingV2::LoadBalancer|AWS::ElasticLoadBalancingV2::TargetGroup|AWS::Events::Rule|AWS::IAM::ManagedPolicy|AWS::IAM::Role|AWS::Lambda::Function|AWS::Lambda::Permission|AWS::SNS::Topic|AWS::SSM::Parameter|AWS::WAFv2::WebACLAssociation,0,4,2,false,2,6,false,1650,242937548904|514712703977|686137062481|757620174545,APP-2102
aws-lz-account-creation-automation,129,AWS::ApiGateway::Authorizer|AWS::ApiGateway::Deployment|AWS::ApiGateway::Method|AWS::ApiGateway::Model|AWS::ApiGateway::Resource|AWS::ApiGateway::RestApi|AWS::CloudFormation::Interface|AWS::CloudTrail::Trail|AWS::CodeBuild::Project|AWS::CodePipeline::Pipeline|AWS::Config::AggregationAuthorization|AWS::Config::ConfigRule|AWS::Config::ConfigurationRecorder|AWS::Config::DeliveryChannel|AWS::DynamoDB::Table|AWS::EC2::CustomerGateway|AWS::EC2::FlowLog|AWS::EC2::NetworkAcl|AWS::EC2::NetworkAclEntry|AWS::EC2::RouteTable|AWS::EC2::SecurityGroup|AWS::EC2::Subnet|AWS::EC2::SubnetNetworkAclAssociation|AWS::EC2::SubnetRouteTableAssociation|AWS::EC2::VPC|AWS::EC2::VPCGatewayAttachment|AWS::EC2::VPNConnection|AWS::EC2::VPNGateway|AWS::EC2::VPNGatewayRoutePropagation|AWS::Events::Rule|AWS::IAM::ManagedPolicy|AWS::IAM::Role|AWS::KMS::Alias|AWS::KMS::Key|AWS::Lambda::Function|AWS::Lambda::Permission|AWS::Logs::LogGroup|AWS::Route53Resolver::ResolverEndpoint|AWS::Route53Resolver::ResolverRule|AWS::Route53Resolver::ResolverRuleAssociation|AWS::S3::Bucket|AWS::S3::BucketPolicy|AWS::S3::Object|AWS::SecretsManager::ResourcePolicy|AWS::SecretsManager::Secret|AWS::Serverless::Api|AWS::ServiceCatalog::Portfolio|AWS::ServiceCatalog::PortfolioPrincipalAssociation|AWS::SES::ConfigurationSet|AWS::SES::Template|AWS::SNS::Topic|AWS::SNS::TopicPolicy|AWS::SSM::Parameter|AWS::StepFunctions::StateMachine,0,0,0,true,25,3,false,15312,066699760662|082574262117|087432829056|137059125995|143864212797|241689241215|455393979388|465994993687|485665243501|514712703977|532556717184|553067951317|686137062481|703666281131|717339529996|724187693355|739846873405|757620174545|801458782278|973954514056, !Ref|APP-2102|APP-2201
ccsp-cdp-asset-module,6,AWS::CloudFormation::Interface|AWS::CodeBuild::Project|AWS::Events::Rule|AWS::IAM::Role|AWS::SSM::Parameter,0,0,0,false,2,0,false,536,720720378559,none
ccsp-cdp-meter-module,6,AWS::CloudFormation::Interface|AWS::CodeBuild::Project|AWS::Events::Rule|AWS::IAM::Role|AWS::SSM::Parameter,0,0,0,false,2,0,false,536,720720378559,none
Meteorology-Archive,295,AWS::CloudFormation::CustomResource|AWS::EC2::Instance|AWS::Events::Rule|AWS::Glue::Crawler|AWS::Glue::Database|AWS::Glue::Job|AWS::IAM::InstanceProfile|AWS::IAM::Role|AWS::Lambda::Function|AWS::Lambda::Permission|AWS::Logs::LogGroup|AWS::Serverless::Function|AWS::Serverless::LayerVersion|AWS::SNS::Subscription|AWS::SNS::Topic|AWS::SSM::Parameter|AWS::StepFunctions::Activity|AWS::StepFunctions::StateMachine,0,0,1,true,15,3,false,7676,336392948345|420165488524|967517989313,none
aws-cfn-wafv2,0,AWS::WAFv2::IPSet,0,0,0,false,0,0,false,3665,none,none
ccsp-cdp-read-athena-lambda,14,AWS::CloudFormation::Interface|AWS::CodeBuild::Project|AWS::CodePipeline::Pipeline|AWS::CodePipeline::Webhook|AWS::EC2::SecurityGroup|AWS::Events::Rule|AWS::IAM::Role|AWS::Lambda::Permission|AWS::S3::Bucket|AWS::S3::BucketPolicy|AWS::Serverless::Function|AWS::SSM::Parameter,0,0,0,true,3,0,false,1180,336392948345|720720378559|780761660372|972333128287,APP-2395
pge-crm-view-refresh-lambda,26,AWS::CodeBuild::Project|AWS::CodePipeline::Pipeline|AWS::CodePipeline::Webhook|AWS::CodeStarNotifications::NotificationRule|AWS::EC2::SecurityGroup|AWS::EC2::SecurityGroupIngress|AWS::Events::Rule|AWS::IAM::Policy|AWS::IAM::Role|AWS::Lambda::Function|AWS::Lambda::Permission|AWS::SNS::Topic|AWS::SNS::TopicPolicy|AWS::SSM::Parameter,0,0,0,true,4,3,false,2879,none,APP-2481
ccsp-cdp-account-service-module,6,AWS::CloudFormation::Interface|AWS::CodeBuild::Project|AWS::Events::Rule|AWS::IAM::Role|AWS::SSM::Parameter,0,0,0,false,2,0,false,526,720720378559,none
ccsp-cdp-getrates-lambda,9,AWS::CloudFormation::Interface|AWS::CodeBuild::Project|AWS::CodePipeline::Pipeline|AWS::EC2::SecurityGroup|AWS::IAM::Role|AWS::S3::Bucket|AWS::S3::BucketPolicy|AWS::Serverless::Function|AWS::SSM::Parameter,0,0,0,true,3,0,false,1021,580247275435|720720378559|780761660372|901920570463,APP-2395
ccsp-cdp-sftoken-generation-lambda,9,AWS::CloudFormation::Interface|AWS::CodeBuild::Project|AWS::CodePipeline::Pipeline|AWS::EC2::SecurityGroup|AWS::IAM::Role|AWS::S3::Bucket|AWS::S3::BucketPolicy|AWS::Serverless::Function|AWS::SSM::Parameter,0,0,0,true,3,0,false,986,580247275435|720720378559|780761660372|901920570463,APP-2395
ccsp-cdp-composite-delete-function,9,AWS::CloudFormation::Interface|AWS::CodeBuild::Project|AWS::CodePipeline::Pipeline|AWS::EC2::SecurityGroup|AWS::IAM::Role|AWS::S3::Bucket|AWS::S3::BucketPolicy|AWS::Serverless::Function|AWS::SSM::Parameter,0,0,0,true,3,0,false,1001,580247275435|720720378559|780761660372|901920570463,APP-2395
ccsp-cdp-bulkapi-lambda,9,AWS::CloudFormation::Interface|AWS::CodeBuild::Project|AWS::CodePipeline::Pipeline|AWS::EC2::SecurityGroup|AWS::IAM::Role|AWS::S3::Bucket|AWS::S3::BucketPolicy|AWS::Serverless::Function|AWS::SSM::Parameter,0,0,0,true,3,0,false,937,580247275435|720720378559|901920570463,none
ccsp-cdp-rds-das,16,AWS::CloudFormation::Interface|AWS::CodeBuild::Project|AWS::CodePipeline::Pipeline|AWS::EC2::SecurityGroup|AWS::IAM::Policy|AWS::IAM::Role|AWS::KinesisFirehose::DeliveryStream|AWS::S3::Bucket|AWS::S3::BucketPolicy|AWS::Serverless::Function|AWS::Serverless::LayerVersion|AWS::SSM::Parameter,0,0,0,true,3,1,false,1145,720720378559,none
ccsp-cdp-ontm_load_generic_sfobject-lambda,9,AWS::CloudFormation::Interface|AWS::CodeBuild::Project|AWS::CodePipeline::Pipeline|AWS::EC2::SecurityGroup|AWS::IAM::Role|AWS::S3::Bucket|AWS::S3::BucketPolicy|AWS::Serverless::Function|AWS::SSM::Parameter,0,0,0,true,3,0,false,940,580247275435|720720378559|901920570463,APP-2395
ccsp-cdp-athena-automation-lambda,9,AWS::CloudFormation::Interface|AWS::CodeBuild::Project|AWS::CodePipeline::Pipeline|AWS::EC2::SecurityGroup|AWS::IAM::Role|AWS::S3::Bucket|AWS::S3::BucketPolicy|AWS::Serverless::Function|AWS::SSM::Parameter,0,0,0,true,3,0,false,1044,580247275435|720720378559|901920570463,APP-2395
ccsp-cdp-sfapi-lambda,9,AWS::CloudFormation::Interface|AWS::CodeBuild::Project|AWS::CodePipeline::Pipeline|AWS::EC2::SecurityGroup|AWS::IAM::Role|AWS::S3::Bucket|AWS::S3::BucketPolicy|AWS::Serverless::Function|AWS::SSM::Parameter,0,0,0,true,3,0,false,999,580247275435|720720378559|901920570463,APP-2395
ccsp-cdp-rds-monitoring-workers,9,AWS::CloudFormation::Interface|AWS::CodeBuild::Project|AWS::CodePipeline::Pipeline|AWS::EC2::SecurityGroup|AWS::IAM::Role|AWS::S3::Bucket|AWS::S3::BucketPolicy|AWS::Serverless::Function|AWS::SSM::Parameter,0,0,0,true,3,0,false,984,580247275435|720720378559|780761660372|901920570463,APP-2395
azr-transit-availability-metrics,10,AWS::ApiGateway::ApiKey|AWS::ApiGateway::Method|AWS::ApiGateway::Resource|AWS::ApiGateway::UsagePlan|AWS::ApiGateway::UsagePlanKey|AWS::CloudFormation::Interface|AWS::CodeBuild::Project|AWS::CodePipeline::Pipeline|AWS::EC2::SecurityGroup|AWS::IAM::Role|AWS::SSM::Parameter,0,6,0,false,2,0,false,575,514712703977|686137062481,none
ccsp-cdp-sf-refresh-token-lambda,9,AWS::CloudFormation::Interface|AWS::CodeBuild::Project|AWS::CodePipeline::Pipeline|AWS::EC2::SecurityGroup|AWS::IAM::Role|AWS::S3::Bucket|AWS::S3::BucketPolicy|AWS::Serverless::Function|AWS::SSM::Parameter,0,0,0,true,3,0,false,984,580247275435|720720378559|780761660372|901920570463,APP-2395
ccsp-cdp-db-trigger-lambda,9,AWS::CloudFormation::Interface|AWS::CodeBuild::Project|AWS::CodePipeline::Pipeline|AWS::EC2::SecurityGroup|AWS::IAM::Role|AWS::S3::Bucket|AWS::S3::BucketPolicy|AWS::Serverless::Function|AWS::SSM::Parameter,0,0,0,true,3,0,false,1043,580247275435|720720378559|747592841671|901920570463,APP-2395
gis-geomartcloud-gmrearch-gtgis-replica,6,AWS::EC2::SecurityGroup|AWS::EC2::SecurityGroupIngress|AWS::Events::Rule|AWS::IAM::Policy|AWS::IAM::Role|AWS::Lambda::Function|AWS::Lambda::Permission|AWS::SSM::Parameter,0,0,0,false,1,0,false,402,none, !Ref
aws-availability-metrics,19,AWS::ApiGateway::Deployment|AWS::ApiGateway::Method|AWS::ApiGateway::Resource|AWS::ApiGateway::RestApi|AWS::ApiGateway::Stage|AWS::ApiGatewayV2::ApiMapping|AWS::ApiGatewayV2::DomainName|AWS::CloudFormation::Interface|AWS::CodeBuild::Project|AWS::CodePipeline::Pipeline|AWS::DynamoDB::Table|AWS::EC2::SecurityGroup|AWS::IAM::Role|AWS::Lambda::Function|AWS::Lambda::Permission|AWS::Logs::LogGroup|AWS::SNS::Subscription|AWS::SSM::Parameter,0,0,1,false,2,2,false,1050,514712703977|686137062481,none
aws-aop-batch,1,AWS::CloudFormation::Interface|AWS::IAM::Role|AWS::Serverless::Function|AWS::SSM::Parameter,0,0,0,true,1,0,false,269,none,APP-2763
aws-asset-tagging,10,AWS::CloudFormation::Interface|AWS::CloudFormation::Stack|AWS::CodeBuild::Project|AWS::CodePipeline::Pipeline|AWS::Config::ConfigRule|AWS::Config::RemediationConfiguration|AWS::EC2::DHCPOptions|AWS::EC2::NetworkInterface|AWS::Events::Rule|AWS::IAM::Role|AWS::IAM::RolePolicy|AWS::Lambda::Function|AWS::Lambda::Permission|AWS::Logs::LogGroup|AWS::S3::Bucket|AWS::SNS::Subscription|AWS::SNS::Topic|AWS::SNS::TopicPolicy|AWS::SSM::Parameter,4,0,0,false,9,0,false,3173,018250382163,none
gis-geomartcloud-wsoc-infrastructure,87,AWS::AutoScaling::AutoScalingGroup|AWS::AutoScaling::LaunchConfiguration|AWS::CloudFormation::Interface|AWS::EC2::Image|AWS::EC2::Instance|AWS::EC2::SecurityGroup|AWS::EC2::SecurityGroupIngress|AWS::ECS::Cluster|AWS::EFS::AccessPoint|AWS::EFS::FileSystem|AWS::EFS::MountTarget|AWS::Glue::SecurityConfiguration|AWS::IAM::InstanceProfile|AWS::IAM::Role|AWS::KMS::Alias|AWS::KMS::Key|AWS::RDS::DBCluster|AWS::RDS::DBClusterParameterGroup|AWS::RDS::DBInstance|AWS::RDS::DBParameterGroup|AWS::RDS::DBSubnetGroup|AWS::SecretsManager::Secret|AWS::SecretsManager::SecretTargetAttachment|AWS::SSM::Parameter,0,0,0,false,10,5,false,3796,none, !Ref|APP-2525
aws-cost-anomalies,12,AWS::CE::AnomalyMonitor|AWS::Events::Rule|AWS::IAM::Role|AWS::Lambda::Function|AWS::Lambda::Permission|AWS::SSM::Parameter,0,0,2,false,2,1,false,498,none,none
aws-epage-lambda,8,AWS::CloudFormation::Interface|AWS::EC2::SecurityGroup|AWS::IAM::Role|AWS::Lambda::Function|AWS::Logs::LogGroup,0,0,0,false,1,7,false,596,none,APP-2672|APP-9999
ccsp-cdp-gg-infrastructure,11,AWS::CloudFormation::Designer|AWS::CloudFormation::Interface|AWS::EC2::Instance|AWS::EC2::SecurityGroup|AWS::EFS::FileSystem|AWS::EFS::MountTarget|AWS::IAM::InstanceProfile|AWS::IAM::Role|AWS::S3::Bucket|AWS::S3::BucketPolicy|AWS::SecretsManager::Secret|AWS::SSM::Parameter,0,0,0,false,4,0,false,1159,708921516569, !Ref
gsm-tfc-test,4,AWS::CloudFormation::Interface|AWS::CodeBuild::Project|AWS::CodePipeline::Pipeline|AWS::CodePipeline::Webhook|AWS::EC2::Subnet|AWS::EC2::VPC|AWS::SSM::Parameter,0,0,0,false,1,0,true,401,none,none
dms_s3_cross_account,7,AWS::CloudWatch::Dashboard|AWS::IAM::Role|AWS::Lambda::Function|AWS::Logs::LogGroup|AWS::Logs::MetricFilter,0,0,0,false,1,2,false,306,302263046280, DMS-CrossAccount-Debug
adms-mule-deployment-auto,4,AWS::CloudFormation::Interface|AWS::CodeBuild::Project|AWS::CodePipeline::Pipeline|AWS::CodePipeline::Webhook|AWS::EC2::Subnet|AWS::EC2::VPC|AWS::SSM::Parameter,0,0,0,false,1,0,true,365,none,none
aws-secure-by-design,15,AWS::CloudFormation::Interface|AWS::ServiceCatalog::CloudFormationProduct|AWS::ServiceCatalog::Portfolio|AWS::ServiceCatalog::PortfolioProductAssociation,0,0,0,false,0,0,true,967,none,APP-2781
cscoe-wiz-kiosk,16,AWS::CloudFormation::Interface|AWS::CloudFormation::StackSet|AWS::IAM::ManagedPolicy|AWS::IAM::Policy|AWS::IAM::Role|AWS::SecretsManager::Secret,1,0,0,false,2,0,true,1481,none,none
aws-transit-public-elb-aigateway,26,AWS::CloudFormation::Interface|AWS::CloudWatch::Alarm|AWS::CodeBuild::Project|AWS::CodePipeline::Pipeline|AWS::EC2::SecurityGroup|AWS::ElasticLoadBalancingV2::Listener|AWS::ElasticLoadBalancingV2::LoadBalancer|AWS::ElasticLoadBalancingV2::TargetGroup|AWS::Events::Rule|AWS::IAM::ManagedPolicy|AWS::IAM::Role|AWS::Lambda::Function|AWS::Lambda::Permission|AWS::SNS::Topic|AWS::SSM::Parameter|AWS::WAFv2::WebACLAssociation,0,4,2,false,2,6,false,1662,242937548904|514712703977|686137062481|757620174545,APP-2102
aws-transit-public-elb-portkey,26,AWS::CloudFormation::Interface|AWS::CloudWatch::Alarm|AWS::CodeBuild::Project|AWS::CodePipeline::Pipeline|AWS::EC2::SecurityGroup|AWS::ElasticLoadBalancingV2::Listener|AWS::ElasticLoadBalancingV2::LoadBalancer|AWS::ElasticLoadBalancingV2::TargetGroup|AWS::Events::Rule|AWS::IAM::ManagedPolicy|AWS::IAM::Role|AWS::Lambda::Function|AWS::Lambda::Permission|AWS::SNS::Topic|AWS::SSM::Parameter|AWS::WAFv2::WebACLAssociation,0,4,2,false,2,6,false,1662,242937548904|514712703977|686137062481|757620174545,APP-2102
aws-waf-rules-automation-portkey,6,AWS::CodeBuild::Project|AWS::CodePipeline::Pipeline|AWS::ElasticLoadBalancingV2::LoadBalancer|AWS::FMS::Policy|AWS::IAM::Role|AWS::SSM::Parameter|AWS::WAFv2::IPSet|AWS::WAFv2::RuleGroup,0,0,0,false,2,0,false,495,686137062481,none
gis-geomartcloud-wsoc-api-emailwildfireincident,10,AWS::ApiGateway::Authorizer|AWS::ApiGateway::Deployment|AWS::ApiGateway::GatewayResponse|AWS::ApiGateway::Method|AWS::ApiGateway::Resource|AWS::ApiGateway::RestApi|AWS::ApiGateway::Stage|AWS::EC2::SecurityGroup|AWS::EC2::SecurityGroupIngress|AWS::IAM::Role|AWS::Lambda::Function|AWS::SSM::Parameter,0,0,0,false,1,1,false,717,725887861453, !Ref|APP-2766
aws-transit-public-api-alb,25,AWS::CloudFormation::Interface|AWS::CodeBuild::Project|AWS::CodePipeline::Pipeline|AWS::EC2::SecurityGroup|AWS::EC2::VPCEndpoint|AWS::ElasticLoadBalancingV2::Listener|AWS::ElasticLoadBalancingV2::LoadBalancer|AWS::ElasticLoadBalancingV2::TargetGroup|AWS::Events::Rule|AWS::IAM::ManagedPolicy|AWS::IAM::Role|AWS::Lambda::Function|AWS::Lambda::Permission|AWS::S3::Bucket|AWS::S3::BucketPolicy|AWS::SNS::Topic|AWS::SSM::Parameter|AWS::WAFv2::WebACLAssociation,0,9,3,false,3,0,false,1716,242937548904|514712703977|686137062481|757620174545,APP-2102
aws-waf-rules-automation-bmp,10,AWS::CloudFront::Distribution|AWS::CodeBuild::Project|AWS::CodePipeline::Pipeline|AWS::FMS::Policy|AWS::IAM::Role|AWS::SSM::Parameter|AWS::WAFv2::RuleGroup,0,0,0,false,2,1,false,753,686137062481,none
aws-transit-public-elb-bmp,26,AWS::CloudFormation::Interface|AWS::CloudWatch::Alarm|AWS::CodeBuild::Project|AWS::CodePipeline::Pipeline|AWS::EC2::SecurityGroup|AWS::ElasticLoadBalancingV2::Listener|AWS::ElasticLoadBalancingV2::LoadBalancer|AWS::ElasticLoadBalancingV2::TargetGroup|AWS::Events::Rule|AWS::IAM::ManagedPolicy|AWS::IAM::Role|AWS::Lambda::Function|AWS::Lambda::Permission|AWS::SNS::Topic|AWS::SSM::Parameter|AWS::WAFv2::WebACLAssociation,0,4,2,false,2,6,false,1650,514712703977|686137062481|757620174545,APP-2102
gis-gmcloud-hawc-etl-siptgeotabupdate,6,AWS::Events::Rule|AWS::IAM::Policy|AWS::IAM::Role|AWS::Lambda::EventInvokeConfig|AWS::Lambda::Function|AWS::Lambda::Permission|AWS::SSM::Parameter,0,0,0,false,1,0,false,433,none, !Ref
aws-transit-public-elb-mule,36,AWS::CloudFormation::Interface|AWS::CodeBuild::Project|AWS::CodePipeline::Pipeline|AWS::EC2::SecurityGroup|AWS::ElasticLoadBalancingV2::Listener|AWS::ElasticLoadBalancingV2::LoadBalancer|AWS::ElasticLoadBalancingV2::TargetGroup|AWS::Events::Rule|AWS::IAM::ManagedPolicy|AWS::IAM::Role|AWS::Lambda::Function|AWS::Lambda::Permission|AWS::S3::Bucket|AWS::S3::BucketPolicy|AWS::SNS::Topic|AWS::SSM::Parameter|AWS::WAFv2::WebACLAssociation,0,14,2,false,2,9,false,3223,242937548904|514712703977|686137062481|757620174545,APP-2102
aws-transit-open-public-nlb-mule-cloudhub-ext1,24,AWS::CloudFormation::Interface|AWS::CodeBuild::Project|AWS::CodePipeline::Pipeline|AWS::EC2::SecurityGroup|AWS::ElasticLoadBalancingV2::Listener|AWS::ElasticLoadBalancingV2::LoadBalancer|AWS::ElasticLoadBalancingV2::TargetGroup|AWS::Events::Rule|AWS::IAM::ManagedPolicy|AWS::IAM::Role|AWS::Lambda::Function|AWS::Lambda::Permission|AWS::SNS::Topic|AWS::SSM::Parameter,0,4,1,false,2,6,false,1553,242937548904|514712703977|686137062481|757620174545,APP-2102
pge-ecm-pwtodctm-sync,8,AWS::IAM::Policy|AWS::IAM::Role|AWS::Lambda::Function|AWS::SSM::Parameter,0,0,0,false,1,0,false,271,none,none
pge-ecm-pwtodctm-pwmetadata,8,AWS::IAM::Policy|AWS::IAM::Role|AWS::Lambda::Function|AWS::SSM::Parameter,0,0,0,false,1,0,false,272,none,none
aws-transit-public-locateandmark-api-alb,21,AWS::CloudFormation::Interface|AWS::CodeBuild::Project|AWS::CodePipeline::Pipeline|AWS::EC2::SecurityGroup|AWS::ElasticLoadBalancingV2::Listener|AWS::ElasticLoadBalancingV2::LoadBalancer|AWS::ElasticLoadBalancingV2::TargetGroup|AWS::Events::Rule|AWS::IAM::ManagedPolicy|AWS::IAM::Role|AWS::Lambda::Function|AWS::Lambda::Permission|AWS::SNS::Topic|AWS::SSM::Parameter|AWS::WAFv2::WebACLAssociation,0,5,1,false,3,0,false,1518,223104556128|242937548904|514712703977|686137062481|757620174545,APP-2102
