repo_name,total_resources,resource_types,nested_stacks,cross_stack_refs,custom_resources,sam_transforms,parameters,conditions,has_terraform,cfn_lines,aws_account_ids,app_ids
ccsp-cdp-k8s-ops,9,AWS::CloudFormation::Interface|AWS::CodeBuild::Project|AWS::CodePipeline::Pipeline|AWS::EC2::SecurityGroup|AWS::IAM::Role|AWS::S3::Bucket|AWS::S3::BucketPolicy|AWS::Serverless::Function|AWS::SSM::Parameter,0,0,0,true,3,0,false,965,580247275435|708921516569|720720378559,APP-2395
pge-ecm-crmis-prerequisites,15,AWS::SecretsManager::Secret|AWS::SSM::Parameter,0,0,0,false,11,0,false,478,none,none
gis-geomartcloud-wsoc-sipt3-ui,2,AWS::CloudFormation::Interface|AWS::CloudFront::Distribution|AWS::IAM::Role|AWS::Lambda::Function|AWS::S3::Bucket|AWS::S3::BucketPolicy|AWS::SecretsManager::Secret|AWS::SSM::Parameter|AWS::WAF::IPSet|AWS::WAF::Rule|AWS::WAF::WebACL|AWS::WAFRegional::IPSet|AWS::WAFRegional::Rule|AWS::WAFRegional::WebACL,0,2,2,false,3,4,false,748,514712703977, !Ref
aws-transit-public-elb-onetrust,25,AWS::CloudFormation::Interface|AWS::CodeBuild::Project|AWS::CodePipeline::Pipeline|AWS::EC2::SecurityGroup|AWS::ElasticLoadBalancingV2::Listener|AWS::ElasticLoadBalancingV2::LoadBalancer|AWS::ElasticLoadBalancingV2::TargetGroup|AWS::Events::Rule|AWS::IAM::ManagedPolicy|AWS::IAM::Role|AWS::Lambda::Function|AWS::Lambda::Permission|AWS::SNS::Topic|AWS::SSM::Parameter|AWS::WAFv2::WebACLAssociation,0,4,2,false,2,6,false,1614,242937548904|514712703977|686137062481|757620174545,APP-2102
StaticApp,61,AWS::ApiGateway::Account|AWS::ApiGateway::Deployment|AWS::ApiGateway::RestApi|AWS::ApiGateway::Stage|AWS::CloudFormation::CustomResource|AWS::CloudFormation::Interface|AWS::CodeBuild::Project|AWS::CodePipeline::Pipeline|AWS::DMS::Endpoint|AWS::DMS::ReplicationInstance|AWS::DMS::ReplicationSubnetGroup|AWS::DMS::ReplicationTask|AWS::EC2::SecurityGroup|AWS::EC2::SecurityGroupIngress|AWS::EC2::VPCEndpoint|AWS::IAM::Role|AWS::Lambda::Function|AWS::Lambda::Permission|AWS::RDS::DBCluster|AWS::RDS::DBClusterParameterGroup|AWS::RDS::DBInstance|AWS::RDS::DBParameterGroup|AWS::RDS::DBSubnetGroup|AWS::RDS::OptionGroup|AWS::S3::Bucket|AWS::SecretsManager::Secret|AWS::SecretsManager::SecretTargetAttachment|AWS::Serverless::LayerVersion|AWS::SSM::Parameter|AWS::WAFv2::IPSet|AWS::WAFv2::WebACL|AWS::WAFv2::WebACLAssociation,0,0,3,true,7,5,false,3406,295322325498|692074506238, !Ref
gis-geomartcloud-wsoc-dashboards3-ui,2,AWS::CloudFormation::Interface|AWS::CloudFront::Distribution|AWS::IAM::Role|AWS::Lambda::Function|AWS::S3::Bucket|AWS::S3::BucketPolicy|AWS::SecretsManager::Secret|AWS::SSM::Parameter|AWS::WAF::IPSet|AWS::WAF::Rule|AWS::WAF::WebACL|AWS::WAFRegional::IPSet|AWS::WAFRegional::Rule|AWS::WAFRegional::WebACL,0,2,2,false,3,4,false,748,514712703977, !Ref
aws-logging-central-albaccesslogs-spoke1,1,AWS::Events::Rule|AWS::IAM::Policy|AWS::IAM::Role|AWS::Lambda::Function|AWS::Lambda::Permission|AWS::S3::Bucket|AWS::S3::BucketPolicy,0,0,0,false,1,0,false,353,127311923021|797873946194,APP-2102
aws-waf-rules-automation-onetrust,6,AWS::CodeBuild::Project|AWS::CodePipeline::Pipeline|AWS::ElasticLoadBalancingV2::LoadBalancer|AWS::FMS::Policy|AWS::IAM::Role|AWS::SSM::Parameter|AWS::WAFv2::IPSet|AWS::WAFv2::RuleGroup,0,0,0,false,2,0,false,489,686137062481,none
gis-geomartcloud-wsoc-batch-mapservice,17,AWS::AutoScaling::AutoScalingGroup|AWS::AutoScaling::LaunchConfiguration|AWS::CloudFormation::Interface|AWS::EC2::Image|AWS::EC2::SecurityGroup|AWS::ElasticLoadBalancingV2::Listener|AWS::ElasticLoadBalancingV2::LoadBalancer|AWS::ElasticLoadBalancingV2::TargetGroup|AWS::IAM::Role|AWS::Lambda::Function|AWS::SSM::Parameter,0,0,2,false,1,0,false,778,514712703977, !Ref
pgealerts-lambda-cdn-invalidation,7,AWS::CodeBuild::Project|AWS::CodePipeline::Pipeline|AWS::CodePipeline::Webhook|AWS::IAM::Role|AWS::S3::Bucket|AWS::Serverless::Function,0,0,0,true,1,0,false,322,none,none
50MainApp,14,AWS::CloudFormation::Interface|AWS::CodeBuild::Project|AWS::CodePipeline::Pipeline|AWS::EC2::SecurityGroup|AWS::IAM::ManagedPolicy|AWS::IAM::Role|AWS::Lambda::Function|AWS::Lambda::LayerVersion|AWS::Lambda::LayerVersionPermission|AWS::S3::Bucket|AWS::Serverless::Api|AWS::SSM::Parameter,0,0,0,true,4,0,false,1544,none, !Ref|APP-2102|APP-2201
ew-data-sync,26,AWS::ACMPCA::Certificate|AWS::ACMPCA::CertificateAuthority|AWS::ACMPCA::CertificateAuthorityActivation|AWS::CertificateManager::Certificate|AWS::CloudFormation::Interface|AWS::CodeBuild::Project|AWS::CodePipeline::Pipeline|AWS::IAM::Role|AWS::Lambda::Function|AWS::S3::Bucket|AWS::S3::BucketPolicy|AWS::Serverless::Api|AWS::Serverless::Function|AWS::Serverless::HttpApi|AWS::Serverless::LayerVersion|AWS::SSM::Parameter,0,0,2,true,1,0,false,1320,164755717202, !Ref|APP-2704
gis-geomartcloud-wsoc-etl-wsocdatasync,9,AWS::EC2::SecurityGroup|AWS::EC2::SecurityGroupIngress|AWS::ECS::TaskDefinition|AWS::Glue::Connection|AWS::Glue::Job|AWS::Glue::Trigger|AWS::IAM::Role|AWS::Logs::LogGroup|AWS::SecretsManager::Secret|AWS::SSM::Parameter,0,0,0,false,1,3,false,564,none, !Ref
ccsp-cdp-lambda-error-monitoring,9,AWS::CloudFormation::Interface|AWS::CodeBuild::Project|AWS::CodePipeline::Pipeline|AWS::EC2::SecurityGroup|AWS::IAM::Role|AWS::S3::Bucket|AWS::S3::BucketPolicy|AWS::Serverless::Function|AWS::SSM::Parameter,0,0,0,true,3,0,false,1049,720720378559|747592841671|780761660372,APP-2395
gis-gmcloud-gdmab-create-pycommonlamba,3,AWS::EC2::SecurityGroup|AWS::IAM::Role|AWS::Lambda::Function|AWS::SSM::Parameter,0,0,0,false,1,0,false,309,none, !Ref|APP-3020
nodejs-lambda-sample,2,AWS::Serverless::Function|AWS::Serverless::LayerVersion,0,0,0,true,0,0,false,28,none,none
cscoe-automation,18,AWS::CloudFormation::Interface|AWS::DynamoDB::Table|AWS::IAM::ManagedPolicy|AWS::IAM::Policy|AWS::IAM::Role|AWS::KMS::Alias|AWS::KMS::Key|AWS::Lambda::Function|AWS::S3::Bucket|AWS::S3::BucketPolicy|AWS::Serverless::Function|AWS::SSM::Parameter|AWS::StepFunctions::StateMachine,0,0,0,true,4,0,true,1138,009885800822|056672152820|477027688362|686137062481,APP-2102|APP-2781
pge-tfc-varset,3,AWS::IAM::ManagedPolicy|AWS::IAM::Role|AWS::IAM::User,0,0,0,false,0,0,true,87,none,none
aws-s3-security-remediation,16,AWS::CloudFormation::Interface|AWS::Events::Rule|AWS::IAM::Role|AWS::Lambda::Function|AWS::Lambda::Permission|AWS::SSM::Parameter,0,0,0,false,4,0,false,783,none,none
gis-geomartcloud-psps-batch-version,8,AWS::CloudFormation::Interface|AWS::EC2::SecurityGroup|AWS::EC2::SecurityGroupIngress|AWS::IAM::Role|AWS::Lambda::EventSourceMapping|AWS::Lambda::Function|AWS::SSM::Parameter|AWS::StepFunctions::StateMachine,0,0,0,false,1,0,false,574,none, !Ref
aws-unique-tag-values,10,AWS::CodeBuild::Project|AWS::CodePipeline::Pipeline|AWS::EC2::SecurityGroup|AWS::Events::Rule|AWS::IAM::Role|AWS::Lambda::Function|AWS::Lambda::Permission|AWS::SSM::Parameter,0,0,0,false,2,0,false,456,none,none
aws-filegateway-alarms,9,AWS::CloudFormation::Interface|AWS::EC2::SecurityGroup|AWS::Events::Rule|AWS::IAM::Role|AWS::Lambda::Function|AWS::Lambda::Permission|AWS::SSM::Parameter,0,0,0,false,1,0,false,206,972333128287,none
aws-logging-central-albaccesslogs,0,AWS::EC2::SecurityGroup|AWS::EC2::Subnet|AWS::IAM::Role|AWS::Lambda::Function|AWS::Lambda::Permission|AWS::SSM::Parameter,0,0,1,false,1,0,false,279,none,none
aws-cloudformation-tags,14,AWS::CodeBuild::Project|AWS::CodePipeline::Pipeline|AWS::IAM::ManagedPolicy|AWS::IAM::Role|AWS::Lambda::Function|AWS::SNS::Topic|AWS::SSM::Parameter,0,0,0,false,3,0,false,1034,757620174545,APP-2102
gis-geomartcloud-wsoc-etl-irwindataupdate,5,AWS::EC2::SecurityGroup|AWS::EC2::SecurityGroupIngress|AWS::Glue::Connection|AWS::Glue::Job|AWS::Glue::Trigger|AWS::IAM::Role|AWS::SecretsManager::Secret|AWS::SSM::Parameter,0,0,0,false,1,2,false,391,none, !Ref
s3-client-api,8,AWS::CloudFormation::Interface|AWS::CodeBuild::Project|AWS::CodePipeline::Pipeline|AWS::CodePipeline::Webhook|AWS::EC2::SecurityGroup|AWS::EC2::Subnet|AWS::EC2::VPC|AWS::IAM::Role|AWS::S3::Bucket|AWS::SecretsManager::Secret,0,0,0,false,1,0,false,422,735941387769,none
aws-internal-elb-splunk,14,AWS::CloudFormation::Interface|AWS::CodeBuild::Project|AWS::CodePipeline::Pipeline|AWS::ElasticLoadBalancingV2::Listener|AWS::ElasticLoadBalancingV2::LoadBalancer|AWS::ElasticLoadBalancingV2::TargetGroup|AWS::IAM::ManagedPolicy|AWS::IAM::Role|AWS::Lambda::Function|AWS::SNS::Topic|AWS::SSM::Parameter,0,0,1,false,3,0,false,1404,514712703977|686137062481|757620174545,APP-2102
CustomerManagedCmkForCcoeAccountsOnly,3,AWS::CloudFormation::Interface|AWS::KMS::Alias|AWS::KMS::Key|AWS::SSM::Parameter,0,0,0,false,2,0,false,353,739846873405,none
pge-ecm-crm-ocr-lambda,88,AWS::Events::Rule|AWS::IAM::Policy|AWS::IAM::Role|AWS::Lambda::EventInvokeConfig|AWS::Lambda::EventSourceMapping|AWS::Lambda::Function|AWS::Lambda::Permission|AWS::Lambda::Version|AWS::S3::Bucket|AWS::S3::BucketPolicy|AWS::SNS::Topic|AWS::SSM::Parameter,0,0,0,false,7,4,false,2696,123456789012|138871512076,none
pge-ecm-crm-pdf-lambda,120,AWS::Events::Rule|AWS::IAM::Policy|AWS::IAM::Role|AWS::Lambda::EventInvokeConfig|AWS::Lambda::EventSourceMapping|AWS::Lambda::Function|AWS::Lambda::LayerVersion|AWS::Lambda::Permission|AWS::Lambda::Version|AWS::S3::Bucket|AWS::S3::BucketPolicy|AWS::SSM::Parameter,0,0,0,false,9,2,false,3428,123456789012|138871512076,none
CCPA-Consumer-Veg-Mgmt,12,AWS::EC2::SecurityGroup|AWS::EC2::Subnet|AWS::EC2::VPC|AWS::ECS::Cluster|AWS::ECS::Service|AWS::ECS::TaskDefinition|AWS::ElasticLoadBalancingV2::Listener|AWS::ElasticLoadBalancingV2::LoadBalancer|AWS::ElasticLoadBalancingV2::TargetGroup|AWS::IAM::Role|AWS::Logs::LogGroup,0,0,0,false,2,0,false,332,none,APP-2512
gecho-svc-dev,16,AWS::ApiGateway::Deployment|AWS::ApiGateway::Method|AWS::ApiGateway::Resource|AWS::ApiGateway::RestApi|AWS::IAM::Role|AWS::Lambda::Function|AWS::Lambda::Permission|AWS::Lambda::Version|AWS::Logs::LogGroup|AWS::S3::Bucket,0,0,0,false,0,0,false,1,none,none
ccsp-cdp-dms-task-automation,6,AWS::CloudFormation::Interface|AWS::CodeBuild::Project|AWS::CodePipeline::Pipeline|AWS::IAM::Role|AWS::S3::Bucket|AWS::S3::BucketPolicy|AWS::SSM::Parameter,0,0,0,false,2,0,false,746,720720378559,none
aws-transit,273,AWS::CloudFormation::Interface|AWS::CodeBuild::Project|AWS::CodePipeline::Pipeline|AWS::EC2::CustomerGateway|AWS::EC2::FlowLog|AWS::EC2::GatewayRouteTableAssociation|AWS::EC2::Image|AWS::EC2::InternetGateway|AWS::EC2::NetworkAcl|AWS::EC2::NetworkAclEntry|AWS::EC2::NetworkInterface|AWS::EC2::PrefixList|AWS::EC2::Route|AWS::EC2::RouteTable|AWS::EC2::SecurityGroup|AWS::EC2::Subnet|AWS::EC2::SubnetNetworkAclAssociation|AWS::EC2::SubnetRouteTableAssociation|AWS::EC2::TransitGateway|AWS::EC2::TransitGatewayAttachment|AWS::EC2::TransitGatewayPeeringAttachment|AWS::EC2::TransitGatewayRoute|AWS::EC2::TransitGatewayRouteTable|AWS::EC2::TransitGatewayRouteTableAssociation|AWS::EC2::TransitGatewayRouteTablePropagation|AWS::EC2::VPC|AWS::EC2::VPCEndpoint|AWS::EC2::VPCEndpointService|AWS::EC2::VPCEndpointServicePermissions|AWS::EC2::VPCGatewayAttachment|AWS::EC2::VPNConnection|AWS::ElasticLoadBalancingV2::Listener|AWS::ElasticLoadBalancingV2::LoadBalancer|AWS::ElasticLoadBalancingV2::TargetGroup|AWS::Events::Rule|AWS::IAM::ManagedPolicy|AWS::IAM::Role|AWS::KMS::Alias|AWS::KMS::Key|AWS::Lambda::Function|AWS::Lambda::Permission|AWS::Logs::LogGroup|AWS::NetworkManager::GlobalNetwork|AWS::NetworkManager::Site|AWS::NetworkManager::TransitGatewayRegistration|AWS::RAM::ResourceShare|AWS::S3::Bucket|AWS::S3::BucketPolicy|AWS::SNS::Topic|AWS::SNS::TopicPolicy|AWS::SSM::Parameter|AWS::WAF::ByteMatchSet|AWS::WAF::IPSet|AWS::WAF::Rule|AWS::WAF::SizeConstraintSet|AWS::WAF::SqlInjectionMatchSet|AWS::WAF::WebACL|AWS::WAF::XssMatchSet|AWS::WAFRegional::ByteMatchSet|AWS::WAFRegional::IPSet|AWS::WAFRegional::Rule|AWS::WAFRegional::SizeConstraintSet|AWS::WAFRegional::SqlInjectionMatchSet|AWS::WAFRegional::WebACL|AWS::WAFRegional::XssMatchSet|AWS::WAFv2::IPSet|AWS::WAFv2::WebACL|AWS::WAFv2::WebACLAssociation,0,24,16,false,14,16,false,9434,514712703977|686137062481|757620174545,APP-2102
aws-api-gateway-reference-implementation,64,AWS::ApiGateway::ApiKey|AWS::ApiGateway::Authorizer|AWS::ApiGateway::Deployment|AWS::ApiGateway::Method|AWS::ApiGateway::Model|AWS::ApiGateway::Resource|AWS::ApiGateway::RestApi|AWS::ApiGateway::Stage|AWS::ApiGateway::UsagePlan|AWS::ApiGateway::UsagePlanKey|AWS::ApiGatewayV2::ApiMapping|AWS::ApiGatewayV2::DomainName|AWS::CloudFormation::Interface|AWS::EC2::SecurityGroup|AWS::EC2::Subnet|AWS::EC2::VPC|AWS::EC2::VPCEndpoint|AWS::IAM::ManagedPolicy|AWS::IAM::Role|AWS::KMS::Alias|AWS::KMS::Key|AWS::Lambda::Function|AWS::Logs::LogGroup|AWS::SSM::Parameter,0,0,2,false,5,0,false,2881,514712703977|686137062481,APP-2102
ccsp-break-glass,0,AWS::CloudFormation::Interface|AWS::EC2::Instance|AWS::EC2::LaunchTemplate|AWS::EC2::SecurityGroup|AWS::IAM::InstanceProfile|AWS::IAM::Role|AWS::SSM::Parameter,0,0,0,false,1,0,false,438,708921516569,none
gis-geomartcloud-palantir-infrastructure,63,AWS::CloudFormation::Interface|AWS::DMS::Endpoint|AWS::DMS::ReplicationInstance|AWS::DMS::ReplicationSubnetGroup|AWS::DMS::ReplicationTask|AWS::EC2::SecurityGroup|AWS::EC2::SecurityGroupIngress|AWS::ECS::Cluster|AWS::Glue::SecurityConfiguration|AWS::IAM::Role|AWS::KMS::Alias|AWS::KMS::Key|AWS::RDS::DBCluster|AWS::RDS::DBClusterParameterGroup|AWS::RDS::DBInstance|AWS::RDS::DBParameterGroup|AWS::RDS::DBProxy|AWS::RDS::DBProxyEndpoint|AWS::RDS::DBProxyTargetGroup|AWS::RDS::DBSubnetGroup|AWS::SecretsManager::Secret|AWS::SecretsManager::SecretTargetAttachment|AWS::SSM::Parameter,0,0,0,false,9,2,false,2867,412551746953, !Ref
aws-cfn-certificate,8,AWS::CloudFormation::Interface|AWS::IAM::Role|AWS::Lambda::Function,0,0,4,false,4,0,false,766,465994993687|514712703977,none
pge-ecm-crm-cni-metrics-08,0,AWS::IAM::ManagedPolicy,0,0,0,false,0,0,false,17,none,none
pge-ecm-crm-fargate-logging-02,0,AWS::IAM::ManagedPolicy,0,0,0,false,0,0,false,20,none,none
gis-gmcloud-hawc-datarestore,9,AWS::EC2::SecurityGroup|AWS::EC2::SecurityGroupIngress|AWS::ECS::TaskDefinition|AWS::Glue::Connection|AWS::Glue::Job|AWS::Glue::Trigger|AWS::IAM::Role|AWS::Logs::LogGroup|AWS::SecretsManager::Secret|AWS::SSM::Parameter,0,0,0,false,1,2,false,745,none, !Ref
gis-geomartcloud-wsoc-etl-dataintegration,5,AWS::EC2::SecurityGroup|AWS::EC2::SecurityGroupIngress|AWS::Glue::Connection|AWS::Glue::Job|AWS::Glue::Trigger|AWS::IAM::Role|AWS::SecretsManager::Secret|AWS::SSM::Parameter,0,0,0,false,1,2,false,373,none, !Ref
gis-geomartcloud-wsoc-detour-ui,2,AWS::CloudFormation::Interface|AWS::CloudFront::Distribution|AWS::IAM::Role|AWS::Lambda::Function|AWS::S3::Bucket|AWS::S3::BucketPolicy|AWS::SecretsManager::Secret|AWS::SSM::Parameter|AWS::WAF::IPSet|AWS::WAF::Rule|AWS::WAF::WebACL|AWS::WAFRegional::IPSet|AWS::WAFRegional::Rule|AWS::WAFRegional::WebACL,0,2,2,false,3,4,false,748,514712703977, !Ref
gis-geomartcloud-wsoc-batch-siptupdatelookup,5,AWS::EC2::SecurityGroup|AWS::EC2::SecurityGroupIngress|AWS::Glue::Connection|AWS::Glue::Job|AWS::Glue::Trigger|AWS::IAM::Role|AWS::SecretsManager::Secret|AWS::SSM::Parameter,0,0,0,false,1,2,false,400,none, !Ref
gis-geomartcloud-wsoc-batch-siptfieldworkerstatus,5,AWS::EC2::SecurityGroup|AWS::EC2::SecurityGroupIngress|AWS::Glue::Connection|AWS::Glue::Job|AWS::Glue::Trigger|AWS::IAM::Role|AWS::SecretsManager::Secret|AWS::SSM::Parameter,0,0,0,false,1,2,false,394,none, !Ref
gis-geomartcloud-wsoc-batch-dmscrewlocation,9,AWS::EC2::SecurityGroup|AWS::EC2::SecurityGroupIngress|AWS::Glue::Job|AWS::Glue::Trigger|AWS::IAM::Role|AWS::Lambda::Function|AWS::SSM::Parameter,0,0,0,false,1,2,false,704,none, !Ref
aws-cfn-alb-reference,56,AWS::CloudFormation::Interface|AWS::EC2::SecurityGroup|AWS::EC2::Subnet|AWS::EC2::VPC|AWS::ElasticLoadBalancingV2::Listener|AWS::ElasticLoadBalancingV2::LoadBalancer|AWS::ElasticLoadBalancingV2::TargetGroup|AWS::IAM::Role|AWS::Lambda::Function|AWS::Lambda::Permission|AWS::S3::Bucket|AWS::S3::BucketPolicy|AWS::SNS::Topic|AWS::SNS::TopicPolicy|AWS::SSM::Parameter,0,0,10,false,5,0,false,2667,514712703977,APP-2102
aws-spring-lambda,1,AWS::Serverless::Function,0,0,0,true,0,0,false,27,none,none
cscoe-fargate-pipeline,46,AWS::CloudFormation::Interface|AWS::CodeBuild::Project|AWS::CodePipeline::Pipeline|AWS::EC2::SecurityGroup|AWS::EC2::Subnet|AWS::EC2::VPC|AWS::ECR::Repository|AWS::ECS::Cluster|AWS::ECS::Service|AWS::ECS::TaskDefinition|AWS::IAM::Role|AWS::Logs::LogGroup|AWS::SNS::Topic|AWS::SSM::Parameter,0,0,0,false,4,12,false,1812,514712703977,none
gis-gmcloud-hawc-databackup,9,AWS::EC2::SecurityGroup|AWS::EC2::SecurityGroupIngress|AWS::ECS::TaskDefinition|AWS::Glue::Connection|AWS::Glue::Job|AWS::Glue::Trigger|AWS::IAM::Role|AWS::Logs::LogGroup|AWS::SecretsManager::Secret|AWS::SSM::Parameter,0,0,0,false,1,2,false,736,none, !Ref
ccsp-cdp-rds-monitoring-orchestrator,9,AWS::CloudFormation::Interface|AWS::CodeBuild::Project|AWS::CodePipeline::Pipeline|AWS::EC2::SecurityGroup|AWS::IAM::Role|AWS::S3::Bucket|AWS::S3::BucketPolicy|AWS::Serverless::Function|AWS::SSM::Parameter,0,0,0,true,3,0,false,995,580247275435|708921516569|720720378559|747592841671|780761660372|846113385035|901920570463,APP-2395
aws-logging-central-albaccesslogs-spoke,1,AWS::Events::Rule|AWS::IAM::Policy|AWS::IAM::Role|AWS::Lambda::Function|AWS::Lambda::Permission|AWS::S3::Bucket|AWS::S3::BucketPolicy,0,0,0,false,1,0,false,272,027434742980|127311923021|797873946194,none
c7bh-test,34,AWS::CloudFormation::Interface|AWS::CodeBuild::Project|AWS::CodePipeline::Pipeline|AWS::DynamoDB::Table|AWS::Events::Rule|AWS::IAM::InstanceProfile|AWS::IAM::Policy|AWS::IAM::Role|AWS::KMS::Alias|AWS::KMS::Key|AWS::Lambda::Function|AWS::Lambda::Permission|AWS::S3::Bucket|AWS::S3::BucketPolicy|AWS::SNS::Topic|AWS::SNS::TopicPolicy|AWS::SSM::Parameter,0,0,0,false,5,0,false,3117,708921516569,none
aws-cfn-s3web-multiregion,122,AWS::Amplify::App|AWS::Amplify::Branch|AWS::Athena::NamedQuery|AWS::CloudFormation::Interface|AWS::CloudFormation::Macro|AWS::CloudFront::Distribution|AWS::CodeBuild::Project|AWS::CodeBuild::SourceCredential|AWS::CodePipeline::Pipeline|AWS::CodePipeline::Webhook|AWS::Events::Rule|AWS::Glue::Crawler|AWS::Glue::Database|AWS::IAM::ManagedPolicy|AWS::IAM::Policy|AWS::IAM::Role|AWS::KinesisFirehose::DeliveryStream|AWS::Lambda::Function|AWS::Lambda::Permission|AWS::Route53::RecordSet|AWS::S3::Bucket|AWS::S3::BucketPolicy|AWS::SecretsManager::Secret|AWS::SNS::Subscription|AWS::SNS::Topic|AWS::SNS::TopicPolicy|AWS::SSM::Parameter|AWS::StepFunctions::StateMachine|AWS::WAFv2::IPSet|AWS::WAFv2::WebACL,0,0,3,false,27,20,false,10831,012345678910|164755717202|166654309347|514712703977|670341405383|686137062481|717339529996, !Ref|APP-2704
gis-geomartcloud-wsoc-batch-geoincidenthistory,9,AWS::CloudFormation::Interface|AWS::EC2::SecurityGroup|AWS::EC2::SecurityGroupIngress|AWS::ECS::TaskDefinition|AWS::IAM::Role|AWS::Lambda::EventSourceMapping|AWS::Lambda::Function|AWS::Logs::LogGroup|AWS::SecretsManager::Secret|AWS::SSM::Parameter,0,0,0,false,1,0,false,683,725887861453, !Ref
gis-geomartcloud-wsoc-batch-siptassignmenthistory,9,AWS::CloudFormation::Interface|AWS::EC2::SecurityGroup|AWS::EC2::SecurityGroupIngress|AWS::ECS::TaskDefinition|AWS::IAM::Role|AWS::Lambda::EventSourceMapping|AWS::Lambda::Function|AWS::Logs::LogGroup|AWS::SecretsManager::Secret|AWS::SSM::Parameter,0,0,0,false,1,0,false,686,725887861453, !Ref
gis-geomartcloud-wsoc-batch-incidenthistory,9,AWS::CloudFormation::Interface|AWS::EC2::SecurityGroup|AWS::EC2::SecurityGroupIngress|AWS::ECS::TaskDefinition|AWS::IAM::Role|AWS::Lambda::EventSourceMapping|AWS::Lambda::Function|AWS::Logs::LogGroup|AWS::SecretsManager::Secret|AWS::SSM::Parameter,0,0,0,false,1,0,false,688,725887861453, !Ref
gis-geomartcloud-wsoc-api-geoincidenthistory,18,AWS::ApiGateway::Authorizer|AWS::ApiGateway::Deployment|AWS::ApiGateway::GatewayResponse|AWS::ApiGateway::Method|AWS::ApiGateway::Resource|AWS::ApiGateway::RestApi|AWS::ApiGateway::Stage|AWS::EC2::SecurityGroup|AWS::EC2::SecurityGroupIngress|AWS::IAM::Role|AWS::Lambda::Function|AWS::SQS::Queue|AWS::SQS::QueuePolicy|AWS::SSM::Parameter,0,0,0,false,1,2,false,1095,725887861453, !Ref
gis-geomartcloud-wsoc-api-siptassignmenthistory,18,AWS::ApiGateway::Authorizer|AWS::ApiGateway::Deployment|AWS::ApiGateway::GatewayResponse|AWS::ApiGateway::Method|AWS::ApiGateway::Resource|AWS::ApiGateway::RestApi|AWS::ApiGateway::Stage|AWS::EC2::SecurityGroup|AWS::EC2::SecurityGroupIngress|AWS::IAM::Role|AWS::Lambda::Function|AWS::SQS::Queue|AWS::SQS::QueuePolicy|AWS::SSM::Parameter,0,0,0,false,1,2,false,1087,725887861453, !Ref
gis-geomartcloud-wsoc-api-incidenthistory,18,AWS::ApiGateway::Authorizer|AWS::ApiGateway::Deployment|AWS::ApiGateway::GatewayResponse|AWS::ApiGateway::Method|AWS::ApiGateway::Resource|AWS::ApiGateway::RestApi|AWS::ApiGateway::Stage|AWS::EC2::SecurityGroup|AWS::EC2::SecurityGroupIngress|AWS::IAM::Role|AWS::Lambda::Function|AWS::SQS::Queue|AWS::SQS::QueuePolicy|AWS::SSM::Parameter,0,0,0,false,1,2,false,1083,725887861453, !Ref
aws-transit-public-alb-events,17,AWS::CodeBuild::Project|AWS::CodePipeline::Pipeline|AWS::Events::EventBus|AWS::Events::EventBusPolicy|AWS::Events::Rule|AWS::IAM::Role|AWS::Lambda::Function|AWS::Lambda::Permission|AWS::S3::Bucket|AWS::SSM::Parameter,0,4,0,false,5,0,false,691,none,none
aws-transit-waf-alb,33,AWS::CloudFormation::Interface|AWS::EC2::SecurityGroup|AWS::ElasticLoadBalancingV2::Listener|AWS::ElasticLoadBalancingV2::LoadBalancer|AWS::ElasticLoadBalancingV2::TargetGroup|AWS::IAM::Role|AWS::Lambda::Function|AWS::Lambda::Permission|AWS::S3::Bucket|AWS::S3::BucketPolicy|AWS::SSM::Parameter|AWS::WAFv2::IPSet|AWS::WAFv2::WebACL|AWS::WAFv2::WebACLAssociation,0,14,7,false,3,0,false,1873,514712703977,APP-2102
ccsp-cicd-test-c7bh,6,AWS::CodeBuild::Project|AWS::CodePipeline::Pipeline|AWS::Events::Rule|AWS::IAM::Role|AWS::S3::Bucket|AWS::S3::BucketPolicy|AWS::SNS::Topic|AWS::SNS::TopicPolicy|AWS::SSM::Parameter,0,0,0,false,2,0,false,756,720720378559,none
gis-geomartcloud-wsoc-batch-maintenance,7,AWS::EC2::SecurityGroup|AWS::EC2::SecurityGroupIngress|AWS::Glue::Connection|AWS::Glue::Job|AWS::Glue::Trigger|AWS::IAM::Role|AWS::SecretsManager::Secret|AWS::SSM::Parameter,0,0,0,false,1,3,false,455,none, !Ref
gis-geomartcloud-palantir-etl-etgisdbload,9,AWS::EC2::SecurityGroup|AWS::EC2::SecurityGroupIngress|AWS::ECS::TaskDefinition|AWS::Glue::Connection|AWS::Glue::Job|AWS::Glue::Trigger|AWS::IAM::Role|AWS::Logs::LogGroup|AWS::SecretsManager::Secret|AWS::SSM::Parameter,0,0,0,false,1,0,false,749,none, !Ref
ccsp-cdp-eks-module-template,6,AWS::CloudFormation::Interface|AWS::CodeBuild::Project|AWS::Events::Rule|AWS::IAM::Role|AWS::SSM::Parameter,0,0,0,false,2,0,false,524,720720378559,none
